Roof R-value,Wall R-value,Soffit R-value,Win SHGC,Window U-value,H_Pod_Shade,ERV Efficiency,Global WWR,EUI (kWh/m2),TEDI (kWh/m2),CEDI (kWh/m2),SolarGain,Elec Peak kW,EnCost ($/m2),EnCst Savings (%),SPP,Premium ($)
30,24,24,0.3,0.36,0,0.75,0.42,73.9,34.4,47.1,79,308.1,12.22701458,48%,0,$0
30,24,24,0.4,0.36,0,0.75,0.42,74.1,32,50.4,65,321.7,12.25036152,48%,24.29989636,$0
30,24,24,0.3,0.36,0,0.75,0.38,73.2,33,45.1,72,301,12.10900182,49%,16.90386546,$0
30,24,24,0.4,0.36,0,0.75,0.38,72.9,30.7,48.7,71,316.5,12.05736713,49%,0,$0
30,24,24,0.3,0.36,0.4921,0.75,0.42,74.3,35,47,79,308.2,12.28605389,48%,0,"$100,000"
30,24,24,0.4,0.36,0.4921,0.75,0.42,74.5,32.8,50.3,71,321.6,12.32664754,48%,100,"$100,000"
30,24,27,0.3,0.36,0,0.75,0.42,73.5,34.1,47.2,79,308.5,12.16025443,48%,100,"$100,000"
30,24,27,0.4,0.36,0,0.75,0.42,73.8,31.8,50.4,71,322,12.20372033,48%,100,"$100,000"
40,24,24,0.3,0.36,0,0.75,0.42,73.8,34.1,47.1,79,308.2,12.21196818,48%,0,"$100,000"
40,24,24,0.4,0.36,0,0.75,0.42,74,31.7,50.4,71,321.9,12.23752861,48%,100,"$100,000"
40,24,27,0.3,0.36,0,0.75,0.42,73.4,33.8,47.2,79,308.6,12.14523439,48%,100,"$100,000"
40,24,27,0.4,0.36,0,0.75,0.42,73.7,31.5,50.5,65,322.1,12.18978068,48%,100,"$100,000"
30,24,24,0.3,0.36,0.4921,0.75,0.38,73.6,33.6,45.1,72,301.1,12.16684217,48%,100,"$100,000"
30,24,24,0.4,0.36,0.4921,0.75,0.38,73.7,31.5,48.7,65,314.8,12.18895062,48%,43.83150643,"$100,000"
30,24,27,0.3,0.36,0,0.75,0.38,72.8,32.7,45.2,72,301.4,12.04163561,49%,37.07522517,"$100,000"
30,24,27,0.4,0.36,0,0.75,0.38,72.6,30.5,48.8,65,316.8,12.00785368,49%,45.66896501,"$100,000"
40,24,24,0.3,0.36,0,0.75,0.38,73.1,32.7,45.1,72,301.1,12.09641924,49%,32.12937619,"$100,000"
40,24,24,0.4,0.36,0,0.75,0.38,72.8,30.4,48.8,65,316.7,12.04138527,49%,55.22797983,"$100,000"
40,24,27,0.3,0.36,0,0.75,0.38,72.7,32.4,45.2,72,301.3,12.02382236,49%,47.55588526,"$100,000"
40,24,27,0.4,0.36,0,0.75,0.38,72.5,30.2,48.8,71,316.9,11.99104177,49%,100,"$100,000"
30,24,27,0.3,0.36,0.4921,0.75,0.42,73.9,34.7,47.1,79,308.5,12.22370753,48%,0,"$200,000"
30,24,27,0.4,0.36,0.4921,0.75,0.42,74.2,32.5,50.4,71,321.9,12.27636992,48%,0,"$200,000"
40,24,24,0.3,0.36,0.4921,0.75,0.42,74.2,34.7,47.1,78,308.3,12.27075716,48%,0,"$200,000"
40,24,24,0.4,0.36,0.4921,0.75,0.42,74.4,32.5,50.4,65,321.7,12.30799106,48%,100,"$200,000"
30,24,27,0.3,0.36,0.4921,0.75,0.38,73.2,33.3,45.2,72,301.4,12.10295428,49%,100,"$200,000"
30,24,27,0.4,0.36,0.4921,0.75,0.38,73.4,31.2,48.7,64,315,12.13747403,48%,100,"$200,000"
40,24,24,0.3,0.36,0.4921,0.75,0.38,73.5,33.3,45.1,72,301.2,12.1545758,48%,100,"$200,000"
40,24,24,0.4,0.36,0.4921,0.75,0.38,73.6,31.2,48.7,71,314.9,12.17290289,48%,100,"$200,000"
30,24,24,0.3,0.36,0,0.78,0.42,73.3,32.9,45.1,79,303.5,12.12490463,48%,100,"$300,000"
30,24,24,0.4,0.36,0,0.78,0.42,73.5,30.6,48.4,71,317,12.14997756,48%,100,"$300,000"
30,27,24,0.3,0.36,0,0.75,0.42,73.7,33.9,47.1,79,308.1,12.1903077,48%,100,"$300,000"
30,27,24,0.4,0.36,0,0.75,0.42,73.9,31.6,50.4,71,321.8,12.21664548,48%,100,"$300,000"
40,24,24,0.3,0.36,0,0.78,0.42,73.2,32.6,45.1,79,303.6,12.1098187,49%,100,"$300,000"
40,24,24,0.4,0.36,0,0.78,0.42,73.4,30.3,48.4,71,317.1,12.1373291,48%,100,"$300,000"
40,24,27,0.3,0.36,0.4921,0.75,0.42,73.8,34.4,47.2,78,308.6,12.20867431,48%,0,"$300,000"
40,24,27,0.4,0.36,0.4921,0.75,0.42,74.1,32.2,50.4,65,321.9,12.26020361,48%,100,"$300,000"
30,24,24,0.3,0.36,0,0.78,0.38,72.6,31.5,43.1,72,296.4,12.00819624,49%,89.54768293,"$300,000"
30,24,24,0.4,0.36,0,0.78,0.38,72.3,29.3,46.7,65,310.5,11.95801085,49%,100,"$300,000"
30,27,24,0.3,0.36,0,0.75,0.38,73,32.5,45.1,72,300.9,12.06645821,49%,100,"$300,000"
30,27,24,0.4,0.36,0,0.75,0.38,72.7,30.2,48.7,65,316.6,12.0228342,49%,100,"$300,000"
40,24,24,0.3,0.36,0,0.78,0.38,72.5,31.2,43.1,72,296.6,11.99574542,49%,95.3339025,"$300,000"
40,24,24,0.4,0.36,0,0.78,0.38,72.2,29,46.8,64,310.7,11.94185771,49%,100,"$300,000"
40,24,27,0.3,0.36,0.4921,0.75,0.38,73.1,33,45.2,72,301.5,12.08528596,49%,100,"$300,000"
40,24,27,0.4,0.36,0.4921,0.75,0.38,73.3,30.9,48.8,62,315.1,12.12439078,48%,0,"$300,000"
30,24,24,0.21,0.36,0,0.75,0.42,74.2,37.1,42.8,71,292.9,12.26484137,48%,100,"$400,000"
30,24,24,0.3,0.36,0,0.82,0.42,72.6,31.1,42.4,71,297.4,12.0001592,49%,100,"$400,000"
30,24,24,0.3,0.36,0.4921,0.78,0.42,73.7,33.5,45,79,303.6,12.18419428,48%,100,"$400,000"
30,24,24,0.4,0.36,0,0.82,0.42,72.7,28.8,45.7,79,310.7,12.02664191,49%,100,"$400,000"
30,24,24,0.4,0.36,0.4921,0.78,0.42,73.9,31.3,48.3,71,316.8,12.22676424,48%,100,"$400,000"
30,24,27,0.3,0.36,0,0.78,0.42,72.9,32.6,45.2,79,303.9,12.05992317,49%,100,"$400,000"
30,24,27,0.4,0.36,0,0.78,0.42,73.2,30.3,48.4,70,317.3,12.10386339,49%,0,"$400,000"
30,27,24,0.3,0.36,0.4921,0.75,0.42,74.1,34.6,47,78,308.2,12.24831933,48%,0,"$400,000"
30,27,24,0.4,0.36,0.4921,0.75,0.42,74.3,32.3,50.3,71,321.6,12.29677873,48%,100,"$400,000"
30,27,27,0.3,0.36,0,0.75,0.42,73.3,33.6,47.2,79,308.5,12.12441713,48%,100,"$400,000"
30,27,27,0.4,0.36,0,0.75,0.42,73.6,31.3,50.4,62,322.1,12.16910835,48%,0,"$400,000"
40,24,24,0.21,0.36,0,0.75,0.42,74.1,36.8,42.8,71,292.9,12.25071726,48%,100,"$400,000"
40,24,24,0.3,0.36,0,0.82,0.42,72.5,30.8,42.4,79,297.5,11.9847966,49%,100,"$400,000"
40,24,24,0.4,0.36,0,0.82,0.42,72.6,28.5,45.8,71,310.8,12.01411203,49%,100,"$400,000"
40,24,27,0.3,0.36,0,0.78,0.42,72.8,32.3,45.2,79,304,12.04452104,49%,100,"$400,000"
40,24,27,0.4,0.36,0,0.78,0.42,73.1,30,48.5,71,317.4,12.08922543,49%,100,"$400,000"
40,27,24,0.3,0.36,0,0.75,0.42,73.6,33.6,47.1,78,308.2,12.17690824,48%,100,"$400,000"
40,27,24,0.4,0.36,0,0.75,0.42,73.8,31.3,50.4,71,321.9,12.2070142,48%,100,"$400,000"
40,27,27,0.3,0.36,0,0.75,0.42,73.2,33.3,47.2,78,308.6,12.11133388,49%,100,"$400,000"
40,27,27,0.4,0.36,0,0.75,0.42,73.5,31,50.5,56,322.2,12.15353494,48%,100,"$400,000"
30,24,24,0.21,0.36,0,0.75,0.38,73.5,35.6,41.7,65,289,12.15631496,48%,92.75469646,"$400,000"
30,24,24,0.3,0.36,0,0.82,0.38,71.8,29.8,40.4,65,290.3,11.88280522,49%,100,"$400,000"
30,24,24,0.3,0.36,0.4921,0.78,0.38,73,32.2,43.1,72,296.5,12.06644503,49%,81.61725985,"$400,000"
30,24,24,0.4,0.36,0,0.82,0.38,71.6,27.6,44.1,72,302.1,11.83583465,50%,100,"$400,000"
30,24,24,0.4,0.36,0.4921,0.78,0.38,73.1,30.1,46.7,65,310.1,12.0875785,49%,100,"$400,000"
30,24,27,0.3,0.36,0,0.78,0.38,72.2,31.2,43.2,72,296.8,11.93956518,49%,92.19927834,"$400,000"
30,24,27,0.4,0.36,0,0.78,0.38,72,29,46.8,64,310.7,11.90872139,49%,100,"$400,000"
30,27,24,0.3,0.36,0.4921,0.75,0.38,73.3,33.1,45,71,301,12.12869916,48%,100,"$400,000"
30,27,24,0.4,0.36,0.4921,0.75,0.38,73.5,31,48.7,65,314.8,12.1518353,48%,100,"$400,000"
30,27,27,0.3,0.36,0,0.75,0.38,72.6,32.2,45.2,72,301.2,12.00050177,49%,100,"$400,000"
30,27,27,0.4,0.36,0,0.75,0.38,72.4,30,48.9,56,317.4,11.96984243,49%,100,"$400,000"
40,24,24,0.21,0.36,0,0.75,0.38,73.4,35.3,41.9,65,289.7,12.13976656,48%,98.10426094,"$400,000"
40,24,24,0.3,0.36,0,0.82,0.38,71.8,29.5,40.4,72,290.4,11.87001183,50%,86.06595398,"$400,000"
40,24,24,0.4,0.36,0,0.82,0.38,71.5,27.3,44.1,65,302.2,11.82007677,50%,100,"$400,000"
40,24,27,0.3,0.36,0,0.78,0.38,72.1,30.9,43.2,72,296.8,11.92212085,49%,96.6467845,"$400,000"
40,24,27,0.4,0.36,0,0.78,0.38,71.9,28.7,46.8,64,310.9,11.89132976,49%,100,"$400,000"
40,27,24,0.3,0.36,0,0.75,0.38,72.9,32.2,45.1,72,301,12.04968582,49%,100,"$400,000"
40,27,24,0.4,0.36,0,0.75,0.38,72.6,29.9,48.9,64,317.3,12.00332132,49%,100,"$400,000"
40,27,27,0.3,0.36,0,0.75,0.38,72.5,31.9,45.2,72,301.4,11.98494153,49%,100,"$400,000"
40,27,27,0.4,0.36,0,0.75,0.38,72.3,29.7,49,61,317.5,11.95162074,49%,0,"$400,000"
30,24,24,0.21,0.36,0.4921,0.75,0.42,74.4,37.6,42.8,71,292.9,12.30319519,48%,100,"$500,000"
30,24,24,0.3,0.36,0.4921,0.82,0.42,72.9,31.8,42.9,79,298.7,12.05989682,49%,100,"$500,000"
30,24,24,0.4,0.36,0.4921,0.82,0.42,73.2,29.6,45.7,62,310.5,12.10215058,49%,100,"$500,000"
30,24,27,0.21,0.36,0,0.75,0.42,73.8,36.7,42.9,71,293.1,12.20082173,48%,100,"$500,000"
30,24,27,0.3,0.36,0,0.82,0.42,72.2,30.8,42.5,71,297.7,11.93480883,49%,100,"$500,000"
30,24,27,0.3,0.36,0.4921,0.78,0.42,73.3,33.3,45.1,79,303.9,12.12262527,48%,100,"$500,000"
30,24,27,0.4,0.36,0,0.82,0.42,72.4,28.6,45.8,79,311,11.98159496,49%,100,"$500,000"
30,24,27,0.4,0.36,0.4921,0.78,0.42,73.6,31.1,48.4,70,317.1,12.17723762,48%,100,"$500,000"
30,27,27,0.3,0.36,0.4921,0.75,0.42,73.7,34.3,47.1,78,308.6,12.18719828,48%,0,"$500,000"
30,27,27,0.4,0.36,0.4921,0.75,0.42,74,32,50.4,61,321.9,12.24510451,48%,0,"$500,000"
40,24,24,0.21,0.36,0.4921,0.75,0.42,74.3,37.3,42.8,71,293,12.28805657,48%,100,"$500,000"
40,24,24,0.3,0.36,0.4921,0.78,0.42,73.6,33.3,45.1,78,303.7,12.16933234,48%,100,"$500,000"
40,24,24,0.4,0.36,0.4921,0.78,0.42,73.8,31,48.4,62,317,12.20859526,48%,100,"$500,000"
40,24,27,0.21,0.36,0,0.75,0.42,73.7,36.4,42.9,71,293.1,12.18597296,48%,100,"$500,000"
40,24,27,0.3,0.36,0,0.82,0.42,72.1,30.5,42.5,71,297.8,11.91864252,49%,100,"$500,000"
40,24,27,0.3,0.36,0.4921,0.78,0.42,73.2,33,45.2,79,304,12.10713091,49%,100,"$500,000"
40,24,27,0.4,0.36,0,0.82,0.42,72.4,28.3,45.8,78,311.1,11.9670097,49%,100,"$500,000"
40,24,27,0.4,0.36,0.4921,0.78,0.42,73.5,30.8,48.4,70,317.2,12.16170374,48%,0,"$500,000"
40,27,24,0.3,0.36,0.4921,0.75,0.42,74,34.3,47.1,78,308.3,12.23530195,48%,0,"$500,000"
40,27,24,0.4,0.36,0.4921,0.75,0.42,74.3,32,50.4,70,321.8,12.2815347,48%,100,"$500,000"
40,27,27,0.3,0.36,0.4921,0.75,0.42,73.6,34,47.2,78,308.7,12.17202013,48%,100,"$500,000"
40,27,27,0.4,0.36,0.4921,0.75,0.42,73.9,31.8,50.4,56,322,12.22680377,48%,100,"$500,000"
30,24,24,0.21,0.36,0.4921,0.75,0.38,73.7,36.1,41.7,65,289.1,12.19472148,48%,100,"$500,000"
30,24,24,0.3,0.36,0.4921,0.82,0.38,72.2,30.4,40.9,72,291.6,11.94067192,49%,100,"$500,000"
30,24,24,0.4,0.36,0.4921,0.82,0.38,72.3,28.3,44,56,303.8,11.96448001,49%,100,"$500,000"
30,24,27,0.21,0.36,0,0.75,0.38,73.1,35.2,42,65,289.9,12.08428463,49%,90.19147286,"$500,000"
30,24,27,0.3,0.36,0,0.82,0.38,71.4,29.4,40.5,65,290.7,11.81472753,50%,100,"$500,000"
30,24,27,0.3,0.36,0.4921,0.78,0.38,72.6,31.9,43.2,72,296.8,12.00109466,49%,84.37284212,"$500,000"
30,24,27,0.4,0.36,0,0.82,0.38,71.3,27.3,44.1,72,302.3,11.78629485,50%,100,"$500,000"
30,24,27,0.4,0.36,0.4921,0.78,0.38,72.8,29.8,46.7,64,310.3,12.0371823,49%,100,"$500,000"
30,27,27,0.3,0.36,0.4921,0.75,0.38,72.9,32.8,45.1,71,301.3,12.0642579,49%,100,"$500,000"
30,27,27,0.4,0.36,0.4921,0.75,0.38,73.1,30.7,48.9,55,315.7,12.09778949,49%,100,"$500,000"
40,24,24,0.21,0.36,0.4921,0.75,0.38,73.6,35.8,41.7,64,289.1,12.17900314,48%,100,"$500,000"
40,24,24,0.3,0.36,0.4921,0.78,0.38,72.9,31.9,43.1,72,296.6,12.05316415,49%,100,"$500,000"
40,24,24,0.4,0.36,0.4921,0.78,0.38,73,29.7,46.7,56,310.2,12.07101692,49%,100,"$500,000"
40,24,27,0.21,0.36,0,0.75,0.38,73,34.9,42,65,290,12.07075341,49%,94.07619479,"$500,000"
40,24,27,0.3,0.36,0,0.82,0.38,71.3,29.1,40.5,64,290.6,11.7988379,50%,100,"$500,000"
40,24,27,0.3,0.36,0.4921,0.78,0.38,72.5,31.6,43.2,72,296.9,11.98412465,49%,87.9036279,"$500,000"
40,24,27,0.4,0.36,0,0.82,0.38,71.2,27,44.2,72,302.4,11.76877146,50%,100,"$500,000"
40,24,27,0.4,0.36,0.4921,0.78,0.38,72.7,29.5,46.8,64,310.4,12.02344027,49%,100,"$500,000"
40,27,24,0.3,0.36,0.4921,0.75,0.38,73.2,32.8,45.1,71,301.1,12.11386358,48%,100,"$500,000"
40,27,24,0.4,0.36,0.4921,0.75,0.38,73.4,30.7,48.7,64,314.9,12.13869935,48%,100,"$500,000"
40,27,27,0.3,0.36,0.4921,0.75,0.38,72.8,32.5,45.2,71,301.4,12.04861861,49%,100,"$500,000"
40,27,27,0.4,0.36,0.4921,0.75,0.38,73.1,30.4,48.9,61,315.8,12.08582616,49%,0,"$500,000"
30,24,27,0.21,0.36,0.4921,0.75,0.42,74,37.2,42.8,71,293.1,12.23839819,48%,100,"$600,000"
30,24,27,0.3,0.36,0.4921,0.82,0.42,72.5,31.5,43,79,299,11.99723425,49%,100,"$600,000"
30,24,27,0.4,0.36,0.4921,0.82,0.42,72.9,29.3,45.7,71,310.8,12.05321685,49%,100,"$600,000"
30,27,24,0.3,0.36,0,0.78,0.42,73.1,32.4,45.1,79,303.5,12.08831632,49%,100,"$600,000"
30,27,24,0.4,0.36,0,0.78,0.42,73.3,30.1,48.4,71,317.1,12.11677536,48%,100,"$600,000"
40,24,24,0.3,0.36,0.4921,0.82,0.42,72.8,31.5,42.9,78,298.8,12.04540379,49%,100,"$600,000"
40,24,24,0.4,0.36,0.4921,0.82,0.42,73.1,29.3,45.7,61,310.6,12.08303296,49%,100,"$600,000"
40,24,27,0.21,0.36,0.4921,0.75,0.42,73.9,36.9,42.9,71,293.1,12.22353625,48%,100,"$600,000"
40,24,27,0.3,0.36,0.4921,0.82,0.42,72.4,31.2,43,78,299.1,11.98258312,49%,100,"$600,000"
40,24,27,0.4,0.36,0.4921,0.82,0.42,72.8,29,45.8,71,310.9,12.03670798,49%,100,"$600,000"
40,27,24,0.3,0.36,0,0.78,0.42,73,32.2,45.1,78,303.6,12.074627,49%,100,"$600,000"
40,27,24,0.4,0.36,0,0.78,0.42,73.2,29.9,48.4,56,317.2,12.10649848,49%,100,"$600,000"
30,24,27,0.21,0.36,0.4921,0.75,0.38,73.3,35.7,42,65,290,12.12607724,48%,100,"$600,000"
30,24,27,0.3,0.36,0.4921,0.82,0.38,71.8,30.1,41,72,291.9,11.87666545,50%,100,"$600,000"
30,24,27,0.4,0.36,0.4921,0.82,0.38,72,28,44,65,304.1,11.91300342,49%,100,"$600,000"
30,27,24,0.3,0.36,0,0.78,0.38,72.3,31,43.1,72,296.3,11.96525736,49%,100,"$600,000"
30,27,24,0.4,0.36,0,0.78,0.38,72.1,28.8,46.7,64,310.6,11.92342522,49%,100,"$600,000"
40,24,24,0.3,0.36,0.4921,0.82,0.38,72.1,30.1,40.9,72,291.8,11.9275755,49%,100,"$600,000"
40,24,24,0.4,0.36,0.4921,0.82,0.38,72.2,28,44,55,304,11.94820829,49%,100,"$600,000"
40,24,27,0.21,0.36,0.4921,0.75,0.38,73.2,35.4,42,64,290,12.11232204,48%,100,"$600,000"
40,24,27,0.3,0.36,0.4921,0.82,0.38,71.7,29.8,41,72,292.1,11.86047279,50%,100,"$600,000"
40,24,27,0.4,0.36,0.4921,0.82,0.38,71.9,27.7,44.1,64,304.2,11.89870802,49%,100,"$600,000"
40,27,24,0.3,0.36,0,0.78,0.38,72.2,30.7,43.1,72,296.5,11.94943361,49%,100,"$600,000"
40,27,24,0.4,0.36,0,0.78,0.38,72,28.5,46.9,62,311.4,11.90421537,49%,100,"$600,000"
30,24,24,0.21,0.36,0,0.78,0.42,73.5,35.6,40.8,58,288.4,12.16287635,48%,100,"$700,000"
30,24,24,0.3,0.24,0,0.75,0.42,70.9,26.6,47.1,64,309.8,11.73232809,50%,100,"$700,000"
30,24,24,0.4,0.24,0,0.75,0.42,71.2,24.6,50.4,62,323.5,11.77446327,50%,100,"$700,000"
30,24,27,0.21,0.36,0,0.78,0.42,73.2,35.3,40.8,61,288.6,12.09927832,49%,100,"$700,000"
30,27,24,0.21,0.36,0,0.75,0.42,73.9,36.6,42.8,71,293,12.22605277,48%,100,"$700,000"
30,27,24,0.3,0.36,0,0.82,0.42,72.3,30.7,42.4,70,297.3,11.96235876,49%,100,"$700,000"
30,27,24,0.3,0.36,0.4921,0.78,0.42,73.4,33.1,45,79,303.6,12.14728976,48%,100,"$700,000"
30,27,24,0.4,0.36,0,0.82,0.42,72.5,28.4,45.7,78,310.8,11.9939272,49%,100,"$700,000"
30,27,24,0.4,0.36,0.4921,0.78,0.42,73.7,30.9,48.3,61,316.9,12.19784407,48%,100,"$700,000"
30,27,27,0.21,0.36,0,0.75,0.42,73.5,36.3,42.9,71,293.1,12.16248109,48%,100,"$700,000"
30,27,27,0.3,0.36,0,0.78,0.42,72.7,32.2,45.2,79,303.9,12.02311089,49%,100,"$700,000"
30,27,27,0.4,0.36,0,0.78,0.42,73,29.9,48.5,62,317.3,12.06877709,49%,100,"$700,000"
40,24,24,0.21,0.36,0,0.78,0.42,73.4,35.3,40.8,61,288.4,12.14855461,48%,100,"$700,000"
40,27,24,0.21,0.36,0,0.75,0.42,73.8,36.3,42.8,71,293,12.2124425,48%,100,"$700,000"
40,27,24,0.3,0.36,0,0.82,0.42,72.2,30.4,42.4,70,297.5,11.94886707,49%,100,"$700,000"
40,27,24,0.3,0.36,0.4921,0.78,0.42,73.4,32.8,45.1,78,303.7,12.13469401,48%,100,"$700,000"
40,27,24,0.4,0.36,0,0.82,0.42,72.5,28.1,45.8,78,310.9,11.98329459,49%,100,"$700,000"
40,27,24,0.4,0.36,0.4921,0.78,0.42,73.7,30.6,48.4,71,317.1,12.18204667,48%,100,"$700,000"
40,27,27,0.3,0.36,0,0.78,0.42,72.6,31.9,45.2,78,304,12.0097246,49%,100,"$700,000"
40,27,27,0.4,0.36,0,0.78,0.42,72.9,29.6,48.5,56,317.5,12.0532959,49%,100,"$700,000"
30,24,24,0.21,0.36,0,0.78,0.38,72.9,34.1,39.7,53,284.6,12.05595735,49%,100,"$700,000"
30,24,24,0.3,0.24,0,0.75,0.38,70.4,25.8,45.5,59,303.9,11.64405239,50%,100,"$700,000"
30,24,24,0.4,0.24,0,0.75,0.38,70.5,23.9,49,56,317.6,11.66208962,50%,100,"$700,000"
30,24,27,0.21,0.36,0,0.78,0.38,72.5,33.7,40,56,285.4,11.9854949,49%,100,"$700,000"
30,27,24,0.21,0.36,0,0.75,0.38,73.3,35.1,41.9,65,289.8,12.12253304,48%,100,"$700,000"
30,27,24,0.3,0.36,0,0.82,0.38,71.6,29.3,40.4,64,290.2,11.84124977,50%,100,"$700,000"
30,27,24,0.3,0.36,0.4921,0.78,0.38,72.7,31.7,43,72,296.4,12.02753785,49%,100,"$700,000"
30,27,24,0.4,0.36,0,0.82,0.38,71.4,27.1,44.1,71,302.1,11.80138077,50%,100,"$700,000"
30,27,24,0.4,0.36,0.4921,0.78,0.38,72.9,29.5,46.7,56,310.1,12.05096385,49%,100,"$700,000"
30,27,27,0.21,0.36,0,0.75,0.38,72.8,34.7,42.1,65,290.4,12.042716,49%,100,"$700,000"
30,27,27,0.3,0.36,0,0.78,0.38,71.9,30.7,43.2,72,296.7,11.89920869,49%,100,"$700,000"
30,27,27,0.4,0.36,0,0.78,0.38,71.8,28.5,47,56,311.4,11.87043345,50%,100,"$700,000"
40,24,24,0.21,0.36,0,0.78,0.38,72.8,33.8,39.9,56,285.3,12.04030488,49%,100,"$700,000"
40,27,24,0.21,0.36,0,0.75,0.38,73.2,34.8,41.9,64,289.8,12.10794779,49%,100,"$700,000"
40,27,24,0.3,0.36,0,0.82,0.38,71.5,29,40.4,64,290.4,11.8249517,50%,100,"$700,000"
40,27,24,0.3,0.36,0.4921,0.78,0.38,72.6,31.4,43.1,72,296.5,12.0124124,49%,100,"$700,000"
40,27,24,0.4,0.36,0,0.82,0.38,71.2,26.8,44.3,71,302.9,11.78231585,50%,100,"$700,000"
40,27,24,0.4,0.36,0.4921,0.78,0.38,72.8,29.3,46.7,64,310.2,12.03743263,49%,100,"$700,000"
40,27,27,0.3,0.36,0,0.78,0.38,71.8,30.4,43.2,72,296.8,11.88337177,49%,100,"$700,000"
40,27,27,0.4,0.36,0,0.78,0.38,71.7,28.2,47,62,311.5,11.85205366,50%,100,"$700,000"
30,24,24,0.21,0.36,0,0.82,0.42,72.8,33.8,38.6,61,283.7,12.0360492,49%,100,"$800,000"
